,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
415,SE,Sudeste/Centro-Oeste,2017-04-14T00:00:00.000,31580.4625
416,N,Norte,2017-04-15T00:00:00.000,4942.73970833
417,NE,Nordeste,2017-04-15T00:00:00.000,9377.24866667
418,S,Sul,2017-04-15T00:00:00.000,9203.12483333
419,SE,Sudeste/Centro-Oeste,2017-04-15T00:00:00.000,32987.37658333
420,N,Norte,2017-04-16T00:00:00.000,4807.71395833
421,NE,Nordeste,2017-04-16T00:00:00.000,9274.63283333
422,S,Sul,2017-04-16T00:00:00.000,8289.77291667
423,SE,Sudeste/Centro-Oeste,2017-04-16T00:00:00.000,31307.9115
424,N,Norte,2017-04-17T00:00:00.000,5389.272625
425,NE,Nordeste,2017-04-17T00:00:00.000,10732.15220833
426,S,Sul,2017-04-17T00:00:00.000,11023.51120833
427,SE,Sudeste/Centro-Oeste,2017-04-17T00:00:00.000,37737.77754167
428,N,Norte,2017-04-18T00:00:00.000,5478.612625
429,NE,Nordeste,2017-04-18T00:00:00.000,11085.05083333
430,S,Sul,2017-04-18T00:00:00.000,11501.43504167
431,SE,Sudeste/Centro-Oeste,2017-04-18T00:00:00.000,37691.23525
432,N,Norte,2017-04-19T00:00:00.000,5552.90491667
433,NE,Nordeste,2017-04-19T00:00:00.000,11041.64383333
434,S,Sul,2017-04-19T00:00:00.000,11507.23983333
435,SE,Sudeste/Centro-Oeste,2017-04-19T00:00:00.000,37114.06108333
436,N,Norte,2017-04-20T00:00:00.000,5509.40245833
437,NE,Nordeste,2017-04-20T00:00:00.000,10791.9275
438,S,Sul,2017-04-20T00:00:00.000,11455.95766667
439,SE,Sudeste/Centro-Oeste,2017-04-20T00:00:00.000,37357.3685
440,N,Norte,2017-04-21T00:00:00.000,5205.00925
441,NE,Nordeste,2017-04-21T00:00:00.000,9860.62608333
442,S,Sul,2017-04-21T00:00:00.000,9533.4855
443,SE,Sudeste/Centro-Oeste,2017-04-21T00:00:00.000,33555.259875
444,N,Norte,2017-04-22T00:00:00.000,5272.57004167
445,NE,Nordeste,2017-04-22T00:00:00.000,10311.904875
446,S,Sul,2017-04-22T00:00:00.000,9079.93083333
447,SE,Sudeste/Centro-Oeste,2017-04-22T00:00:00.000,33316.36183333
448,N,Norte,2017-04-23T00:00:00.000,5001.33404167
449,NE,Nordeste,2017-04-23T00:00:00.000,9781.62333333
450,S,Sul,2017-04-23T00:00:00.000,8226.090625
451,SE,Sudeste/Centro-Oeste,2017-04-23T00:00:00.000,30075.863125
452,N,Norte,2017-04-24T00:00:00.000,5491.908125
453,NE,Nordeste,2017-04-24T00:00:00.000,10674.51079167
454,S,Sul,2017-04-24T00:00:00.000,10968.37275
455,SE,Sudeste/Centro-Oeste,2017-04-24T00:00:00.000,35426.10445833
456,N,Norte,2017-04-25T00:00:00.000,5420.35316667
457,NE,Nordeste,2017-04-25T00:00:00.000,10792.58966667
458,S,Sul,2017-04-25T00:00:00.000,11318.446125
459,SE,Sudeste/Centro-Oeste,2017-04-25T00:00:00.000,37133.21454167
460,N,Norte,2017-04-26T00:00:00.000,5615.1025
461,NE,Nordeste,2017-04-26T00:00:00.000,10967.73466667
462,S,Sul,2017-04-26T00:00:00.000,10725.23741667
463,SE,Sudeste/Centro-Oeste,2017-04-26T00:00:00.000,37929.14741667
464,N,Norte,2017-04-27T00:00:00.000,5708.69925
465,NE,Nordeste,2017-04-27T00:00:00.000,11033.05733333
466,S,Sul,2017-04-27T00:00:00.000,10649.98329167
467,SE,Sudeste/Centro-Oeste,2017-04-27T00:00:00.000,37724.55145833
468,N,Norte,2017-04-28T00:00:00.000,5528.30329167
469,NE,Nordeste,2017-04-28T00:00:00.000,10748.94895833
470,S,Sul,2017-04-28T00:00:00.000,10515.24116667
471,SE,Sudeste/Centro-Oeste,2017-04-28T00:00:00.000,35412.23258333
472,N,Norte,2017-04-29T00:00:00.000,5188.7855
473,NE,Nordeste,2017-04-29T00:00:00.000,10161.50504167
474,S,Sul,2017-04-29T00:00:00.000,9148.38604167
475,SE,Sudeste/Centro-Oeste,2017-04-29T00:00:00.000,32025.40679167
476,N,Norte,2017-04-30T00:00:00.000,4867.85458333
477,NE,Nordeste,2017-04-30T00:00:00.000,9192.685875
478,S,Sul,2017-04-30T00:00:00.000,7753.10295833
479,SE,Sudeste/Centro-Oeste,2017-04-30T00:00:00.000,28221.932625
480,N,Norte,2017-05-01T00:00:00.000,4839.57804167
481,NE,Nordeste,2017-05-01T00:00:00.000,8744.38941667
482,S,Sul,2017-05-01T00:00:00.000,7995.44133333
483,SE,Sudeste/Centro-Oeste,2017-05-01T00:00:00.000,28346.53179167
484,N,Norte,2017-05-02T00:00:00.000,5341.47220833
485,NE,Nordeste,2017-05-02T00:00:00.000,10124.789
486,S,Sul,2017-05-02T00:00:00.000,10642.8155
487,SE,Sudeste/Centro-Oeste,2017-05-02T00:00:00.000,34611.101375
488,N,Norte,2017-05-03T00:00:00.000,5368.33625
489,NE,Nordeste,2017-05-03T00:00:00.000,10408.66420833
490,S,Sul,2017-05-03T00:00:00.000,11128.90979167
491,SE,Sudeste/Centro-Oeste,2017-05-03T00:00:00.000,35579.420875
492,N,Norte,2017-05-04T00:00:00.000,5532.26441667
493,NE,Nordeste,2017-05-04T00:00:00.000,10482.89466667
494,S,Sul,2017-05-04T00:00:00.000,11121.695625
495,SE,Sudeste/Centro-Oeste,2017-05-04T00:00:00.000,36242.051125
496,N,Norte,2017-05-05T00:00:00.000,5577.72458333
497,NE,Nordeste,2017-05-05T00:00:00.000,10501.05145833
498,S,Sul,2017-05-05T00:00:00.000,11109.474125
499,SE,Sudeste/Centro-Oeste,2017-05-05T00:00:00.000,36447.118
500,N,Norte,2017-05-06T00:00:00.000,5347.21029167
501,NE,Nordeste,2017-05-06T00:00:00.000,9937.859875
502,S,Sul,2017-05-06T00:00:00.000,9579.31116667
503,SE,Sudeste/Centro-Oeste,2017-05-06T00:00:00.000,33556.20270833
504,N,Norte,2017-05-07T00:00:00.000,5197.59729167
505,NE,Nordeste,2017-05-07T00:00:00.000,9346.58325
506,S,Sul,2017-05-07T00:00:00.000,8259.937375
507,SE,Sudeste/Centro-Oeste,2017-05-07T00:00:00.000,29803.57020833
508,N,Norte,2017-05-08T00:00:00.000,5797.173375
509,NE,Nordeste,2017-05-08T00:00:00.000,10436.544625
510,S,Sul,2017-05-08T00:00:00.000,10924.75725
511,SE,Sudeste/Centro-Oeste,2017-05-08T00:00:00.000,35218.9435
512,N,Norte,2017-05-09T00:00:00.000,5785.50279167
513,NE,Nordeste,2017-05-09T00:00:00.000,10526.79354167
514,S,Sul,2017-05-09T00:00:00.000,11167.063625
515,SE,Sudeste/Centro-Oeste,2017-05-09T00:00:00.000,35819.36395833
516,N,Norte,2017-05-10T00:00:00.000,5747.84054167
517,NE,Nordeste,2017-05-10T00:00:00.000,10754.46554167
518,S,Sul,2017-05-10T00:00:00.000,11110.27270833
519,SE,Sudeste/Centro-Oeste,2017-05-10T00:00:00.000,36172.64979167
520,N,Norte,2017-05-11T00:00:00.000,5636.981625
521,NE,Nordeste,2017-05-11T00:00:00.000,10866.65016667
522,S,Sul,2017-05-11T00:00:00.000,11186.76504167
523,SE,Sudeste/Centro-Oeste,2017-05-11T00:00:00.000,35761.037875
524,N,Norte,2017-05-12T00:00:00.000,5558.04866667
525,NE,Nordeste,2017-05-12T00:00:00.000,10613.79791667
526,S,Sul,2017-05-12T00:00:00.000,11145.946625
527,SE,Sudeste/Centro-Oeste,2017-05-12T00:00:00.000,35478.6665
528,N,Norte,2017-05-13T00:00:00.000,5370.22808333
529,NE,Nordeste,2017-05-13T00:00:00.000,10037.132375
530,S,Sul,2017-05-13T00:00:00.000,9514.72025
531,SE,Sudeste/Centro-Oeste,2017-05-13T00:00:00.000,32935.037375
532,N,Norte,2017-05-14T00:00:00.000,5126.79420833
533,NE,Nordeste,2017-05-14T00:00:00.000,9357.99045833
534,S,Sul,2017-05-14T00:00:00.000,7815.858625
535,SE,Sudeste/Centro-Oeste,2017-05-14T00:00:00.000,29635.23108333
536,N,Norte,2017-05-15T00:00:00.000,5835.20458333
537,NE,Nordeste,2017-05-15T00:00:00.000,10911.686625
538,S,Sul,2017-05-15T00:00:00.000,10465.17033333
539,SE,Sudeste/Centro-Oeste,2017-05-15T00:00:00.000,35689.81316667
540,N,Norte,2017-05-16T00:00:00.000,5970.744
541,NE,Nordeste,2017-05-16T00:00:00.000,11197.05470833
542,S,Sul,2017-05-16T00:00:00.000,10992.86170833
543,SE,Sudeste/Centro-Oeste,2017-05-16T00:00:00.000,36423.9541625
544,N,Norte,2017-05-17T00:00:00.000,5975.66466667
545,NE,Nordeste,2017-05-17T00:00:00.000,11269.34616667
546,S,Sul,2017-05-17T00:00:00.000,11049.46870833
547,SE,Sudeste/Centro-Oeste,2017-05-17T00:00:00.000,36109.13058333
548,N,Norte,2017-05-18T00:00:00.000,5876.0865
549,NE,Nordeste,2017-05-18T00:00:00.000,10991.31604167
550,S,Sul,2017-05-18T00:00:00.000,10936.90875
551,SE,Sudeste/Centro-Oeste,2017-05-18T00:00:00.000,36135.73966667
552,N,Norte,2017-05-19T00:00:00.000,5721.29125
553,NE,Nordeste,2017-05-19T00:00:00.000,10715.34170833
554,S,Sul,2017-05-19T00:00:00.000,10578.15879167
555,SE,Sudeste/Centro-Oeste,2017-05-19T00:00:00.000,36489.65616667
556,N,Norte,2017-05-20T00:00:00.000,5429.83333333
557,NE,Nordeste,2017-05-20T00:00:00.000,9975.66079167
558,S,Sul,2017-05-20T00:00:00.000,9136.82125
559,SE,Sudeste/Centro-Oeste,2017-05-20T00:00:00.000,33287.76795833
560,N,Norte,2017-05-21T00:00:00.000,5147.23341667
561,NE,Nordeste,2017-05-21T00:00:00.000,9230.66866667
562,S,Sul,2017-05-21T00:00:00.000,7750.69829167
563,SE,Sudeste/Centro-Oeste,2017-05-21T00:00:00.000,30131.27854167
564,N,Norte,2017-05-22T00:00:00.000,5890.91545833
565,NE,Nordeste,2017-05-22T00:00:00.000,10477.18775
566,S,Sul,2017-05-22T00:00:00.000,10309.67554167
567,SE,Sudeste/Centro-Oeste,2017-05-22T00:00:00.000,35618.62666667
568,N,Norte,2017-05-23T00:00:00.000,5925.20295833
569,NE,Nordeste,2017-05-23T00:00:00.000,10697.857375
570,S,Sul,2017-05-23T00:00:00.000,10848.81825
571,SE,Sudeste/Centro-Oeste,2017-05-23T00:00:00.000,36109.49945833
572,N,Norte,2017-05-24T00:00:00.000,5874.58679167
573,NE,Nordeste,2017-05-24T00:00:00.000,10613.3705
574,S,Sul,2017-05-24T00:00:00.000,10863.669125
575,SE,Sudeste/Centro-Oeste,2017-05-24T00:00:00.000,35901.87554167
576,N,Norte,2017-05-25T00:00:00.000,5858.42829167
577,NE,Nordeste,2017-05-25T00:00:00.000,10616.14658333
578,S,Sul,2017-05-25T00:00:00.000,11006.01033333
579,SE,Sudeste/Centro-Oeste,2017-05-25T00:00:00.000,35770.65429167
580,N,Norte,2017-05-26T00:00:00.000,5850.16045833
581,NE,Nordeste,2017-05-26T00:00:00.000,10489.051875
582,S,Sul,2017-05-26T00:00:00.000,11041.30295833
583,SE,Sudeste/Centro-Oeste,2017-05-26T00:00:00.000,36104.22320833
584,N,Norte,2017-05-27T00:00:00.000,5522.56395833
585,NE,Nordeste,2017-05-27T00:00:00.000,9979.988375
586,S,Sul,2017-05-27T00:00:00.000,9517.75433333
587,SE,Sudeste/Centro-Oeste,2017-05-27T00:00:00.000,33304.76816667
588,N,Norte,2017-05-28T00:00:00.000,5222.04291667
589,NE,Nordeste,2017-05-28T00:00:00.000,9220.074875
590,S,Sul,2017-05-28T00:00:00.000,8096.01166667
591,SE,Sudeste/Centro-Oeste,2017-05-28T00:00:00.000,29296.26333333
592,N,Norte,2017-05-29T00:00:00.000,5686.90920833
593,NE,Nordeste,2017-05-29T00:00:00.000,9818.50970833
594,S,Sul,2017-05-29T00:00:00.000,10569.69545833
595,SE,Sudeste/Centro-Oeste,2017-05-29T00:00:00.000,34580.41725
596,N,Norte,2017-05-30T00:00:00.000,5677.917375
597,NE,Nordeste,2017-05-30T00:00:00.000,9949.34983333
598,S,Sul,2017-05-30T00:00:00.000,11097.822375
599,SE,Sudeste/Centro-Oeste,2017-05-30T00:00:00.000,35050.67279167
600,N,Norte,2017-05-31T00:00:00.000,5604.79241667
601,NE,Nordeste,2017-05-31T00:00:00.000,10120.95145833
602,S,Sul,2017-05-31T00:00:00.000,11103.147375
603,SE,Sudeste/Centro-Oeste,2017-05-31T00:00:00.000,35226.947875
604,N,Norte,2017-06-01T00:00:00.000,5680.22733333
605,NE,Nordeste,2017-06-01T00:00:00.000,10324.00904167
606,S,Sul,2017-06-01T00:00:00.000,10851.322125
607,SE,Sudeste/Centro-Oeste,2017-06-01T00:00:00.000,35174.535625
608,N,Norte,2017-06-02T00:00:00.000,5679.438875
609,NE,Nordeste,2017-06-02T00:00:00.000,10477.44016667
610,S,Sul,2017-06-02T00:00:00.000,10787.1695
611,SE,Sudeste/Centro-Oeste,2017-06-02T00:00:00.000,35033.66483333
612,N,Norte,2017-06-03T00:00:00.000,5331.30870833
613,NE,Nordeste,2017-06-03T00:00:00.000,9931.15058333
614,S,Sul,2017-06-03T00:00:00.000,9163.65279167
615,SE,Sudeste/Centro-Oeste,2017-06-03T00:00:00.000,32066.47720833
616,N,Norte,2017-06-04T00:00:00.000,5087.73725
617,NE,Nordeste,2017-06-04T00:00:00.000,8995.71941667
618,S,Sul,2017-06-04T00:00:00.000,7947.68416667
619,SE,Sudeste/Centro-Oeste,2017-06-04T00:00:00.000,29266.08770833
620,N,Norte,2017-06-05T00:00:00.000,5652.97845833
621,NE,Nordeste,2017-06-05T00:00:00.000,9961.10975
622,S,Sul,2017-06-05T00:00:00.000,10790.097
623,SE,Sudeste/Centro-Oeste,2017-06-05T00:00:00.000,35715.652875
624,N,Norte,2017-06-06T00:00:00.000,5661.12779167
625,NE,Nordeste,2017-06-06T00:00:00.000,10367.8755
626,S,Sul,2017-06-06T00:00:00.000,11060.44125
627,SE,Sudeste/Centro-Oeste,2017-06-06T00:00:00.000,36781.64983333
628,N,Norte,2017-06-07T00:00:00.000,5755.25945833
629,NE,Nordeste,2017-06-07T00:00:00.000,10409.28866667
630,S,Sul,2017-06-07T00:00:00.000,11087.88783333
631,SE,Sudeste/Centro-Oeste,2017-06-07T00:00:00.000,37273.09991667
632,N,Norte,2017-06-08T00:00:00.000,5741.83095833
633,NE,Nordeste,2017-06-08T00:00:00.000,10349.182125
634,S,Sul,2017-06-08T00:00:00.000,11046.60979167
635,SE,Sudeste/Centro-Oeste,2017-06-08T00:00:00.000,37586.43429167
636,N,Norte,2017-06-09T00:00:00.000,5765.338
637,NE,Nordeste,2017-06-09T00:00:00.000,10529.97541667
638,S,Sul,2017-06-09T00:00:00.000,11132.963375
639,SE,Sudeste/Centro-Oeste,2017-06-09T00:00:00.000,36994.91883333
640,N,Norte,2017-06-10T00:00:00.000,5490.42025
641,NE,Nordeste,2017-06-10T00:00:00.000,9948.28779167
642,S,Sul,2017-06-10T00:00:00.000,9576.38658333
643,SE,Sudeste/Centro-Oeste,2017-06-10T00:00:00.000,32331.11895833
644,N,Norte,2017-06-11T00:00:00.000,5169.72545833
645,NE,Nordeste,2017-06-11T00:00:00.000,9112.75345833
646,S,Sul,2017-06-11T00:00:00.000,8145.177125
647,SE,Sudeste/Centro-Oeste,2017-06-11T00:00:00.000,28249.28979167
648,N,Norte,2017-06-12T00:00:00.000,5581.38220833
649,NE,Nordeste,2017-06-12T00:00:00.000,10235.94816667
650,S,Sul,2017-06-12T00:00:00.000,10632.75433333
651,SE,Sudeste/Centro-Oeste,2017-06-12T00:00:00.000,34466.1735
652,N,Norte,2017-06-13T00:00:00.000,5513.87183333
653,NE,Nordeste,2017-06-13T00:00:00.000,10293.80433333
654,S,Sul,2017-06-13T00:00:00.000,11069.64125
655,SE,Sudeste/Centro-Oeste,2017-06-13T00:00:00.000,35988.639625
656,N,Norte,2017-06-14T00:00:00.000,5621.56854167
657,NE,Nordeste,2017-06-14T00:00:00.000,10262.878875
658,S,Sul,2017-06-14T00:00:00.000,11085.265125
659,SE,Sudeste/Centro-Oeste,2017-06-14T00:00:00.000,36326.71216667
660,N,Norte,2017-06-15T00:00:00.000,5146.39025
661,NE,Nordeste,2017-06-15T00:00:00.000,9690.88408333
662,S,Sul,2017-06-15T00:00:00.000,9321.9325
663,SE,Sudeste/Centro-Oeste,2017-06-15T00:00:00.000,31988.12570833
664,N,Norte,2017-06-16T00:00:00.000,5460.42045833
665,NE,Nordeste,2017-06-16T00:00:00.000,10128.11475
666,S,Sul,2017-06-16T00:00:00.000,10085.61204167
667,SE,Sudeste/Centro-Oeste,2017-06-16T00:00:00.000,33665.235375
668,N,Norte,2017-06-17T00:00:00.000,5271.13208333
669,NE,Nordeste,2017-06-17T00:00:00.000,9860.33158333
670,S,Sul,2017-06-17T00:00:00.000,9083.12829167
671,SE,Sudeste/Centro-Oeste,2017-06-17T00:00:00.000,31326.88520833
672,N,Norte,2017-06-18T00:00:00.000,5129.14170833
673,NE,Nordeste,2017-06-18T00:00:00.000,9111.97254167
674,S,Sul,2017-06-18T00:00:00.000,8071.30479167
675,SE,Sudeste/Centro-Oeste,2017-06-18T00:00:00.000,28930.52058333
676,N,Norte,2017-06-19T00:00:00.000,5605.06966667
677,NE,Nordeste,2017-06-19T00:00:00.000,10017.58658333
678,S,Sul,2017-06-19T00:00:00.000,10854.81954167
679,SE,Sudeste/Centro-Oeste,2017-06-19T00:00:00.000,34581.98154167
680,N,Norte,2017-06-20T00:00:00.000,5638.11370833
681,NE,Nordeste,2017-06-20T00:00:00.000,10245.41433333
682,S,Sul,2017-06-20T00:00:00.000,11387.14004167
683,SE,Sudeste/Centro-Oeste,2017-06-20T00:00:00.000,35270.40004167
684,N,Norte,2017-06-21T00:00:00.000,5584.23516667
685,NE,Nordeste,2017-06-21T00:00:00.000,10200.41695833
686,S,Sul,2017-06-21T00:00:00.000,11273.76354167
687,SE,Sudeste/Centro-Oeste,2017-06-21T00:00:00.000,34745.7875
688,N,Norte,2017-06-22T00:00:00.000,5565.061
689,NE,Nordeste,2017-06-22T00:00:00.000,10081.65508333
690,S,Sul,2017-06-22T00:00:00.000,11233.01116667
691,SE,Sudeste/Centro-Oeste,2017-06-22T00:00:00.000,34901.71366667
692,N,Norte,2017-06-23T00:00:00.000,5473.08204167
693,NE,Nordeste,2017-06-23T00:00:00.000,9724.64425
694,S,Sul,2017-06-23T00:00:00.000,11142.33233333
695,SE,Sudeste/Centro-Oeste,2017-06-23T00:00:00.000,34641.64933333
696,N,Norte,2017-06-24T00:00:00.000,5278.659875
697,NE,Nordeste,2017-06-24T00:00:00.000,8958.183
698,S,Sul,2017-06-24T00:00:00.000,9619.80570833
699,SE,Sudeste/Centro-Oeste,2017-06-24T00:00:00.000,31813.42091667
700,N,Norte,2017-06-25T00:00:00.000,5055.68791667
701,NE,Nordeste,2017-06-25T00:00:00.000,8599.08945833
702,S,Sul,2017-06-25T00:00:00.000,8093.46804167
703,SE,Sudeste/Centro-Oeste,2017-06-25T00:00:00.000,28392.701875
704,N,Norte,2017-06-26T00:00:00.000,5458.23033333
705,NE,Nordeste,2017-06-26T00:00:00.000,9684.26783333
706,S,Sul,2017-06-26T00:00:00.000,10722.154375
707,SE,Sudeste/Centro-Oeste,2017-06-26T00:00:00.000,33685.58545833
708,N,Norte,2017-06-27T00:00:00.000,5539.85629167
709,NE,Nordeste,2017-06-27T00:00:00.000,9922.78645833
710,S,Sul,2017-06-27T00:00:00.000,11099.9675
711,SE,Sudeste/Centro-Oeste,2017-06-27T00:00:00.000,34411.098875
712,N,Norte,2017-06-28T00:00:00.000,5454.760875
713,NE,Nordeste,2017-06-28T00:00:00.000,9808.51604167
714,S,Sul,2017-06-28T00:00:00.000,11264.67716667
715,SE,Sudeste/Centro-Oeste,2017-06-28T00:00:00.000,34650.15508333
716,N,Norte,2017-06-29T00:00:00.000,5371.68616667
717,NE,Nordeste,2017-06-29T00:00:00.000,9903.4085
718,S,Sul,2017-06-29T00:00:00.000,11323.77408333
719,SE,Sudeste/Centro-Oeste,2017-06-29T00:00:00.000,34889.26291667
720,N,Norte,2017-06-30T00:00:00.000,5478.355125
721,NE,Nordeste,2017-06-30T00:00:00.000,9887.335875
722,S,Sul,2017-06-30T00:00:00.000,11191.69383333
723,SE,Sudeste/Centro-Oeste,2017-06-30T00:00:00.000,34614.50641667
724,N,Norte,2017-07-01T00:00:00.000,5168.56558333
725,NE,Nordeste,2017-07-01T00:00:00.000,9440.824875
726,S,Sul,2017-07-01T00:00:00.000,9557.39216667
727,SE,Sudeste/Centro-Oeste,2017-07-01T00:00:00.000,31599.699375
728,N,Norte,2017-07-02T00:00:00.000,4929.50679167
729,NE,Nordeste,2017-07-02T00:00:00.000,8661.63433333
730,S,Sul,2017-07-02T00:00:00.000,8211.530625
731,SE,Sudeste/Centro-Oeste,2017-07-02T00:00:00.000,27931.58779167
732,N,Norte,2017-07-03T00:00:00.000,5253.79166667
733,NE,Nordeste,2017-07-03T00:00:00.000,9346.68525
734,S,Sul,2017-07-03T00:00:00.000,10867.93354167
735,SE,Sudeste/Centro-Oeste,2017-07-03T00:00:00.000,32618.996375
736,N,Norte,2017-07-04T00:00:00.000,5136.33558333
737,NE,Nordeste,2017-07-04T00:00:00.000,9397.803875
738,S,Sul,2017-07-04T00:00:00.000,11167.70854167
739,SE,Sudeste/Centro-Oeste,2017-07-04T00:00:00.000,33161.91466667
740,N,Norte,2017-07-05T00:00:00.000,5242.27041667
741,NE,Nordeste,2017-07-05T00:00:00.000,9444.632875
742,S,Sul,2017-07-05T00:00:00.000,11169.095125
743,SE,Sudeste/Centro-Oeste,2017-07-05T00:00:00.000,33640.140125
744,N,Norte,2017-07-06T00:00:00.000,5361.16291667
745,NE,Nordeste,2017-07-06T00:00:00.000,9712.286
746,S,Sul,2017-07-06T00:00:00.000,11204.79341667
747,SE,Sudeste/Centro-Oeste,2017-07-06T00:00:00.000,34174.280375
748,N,Norte,2017-07-07T00:00:00.000,5401.32379167
749,NE,Nordeste,2017-07-07T00:00:00.000,9790.89033333
750,S,Sul,2017-07-07T00:00:00.000,11215.59679167
751,SE,Sudeste/Centro-Oeste,2017-07-07T00:00:00.000,34358.14741667
752,N,Norte,2017-07-08T00:00:00.000,5186.278875
753,NE,Nordeste,2017-07-08T00:00:00.000,9241.24870833
754,S,Sul,2017-07-08T00:00:00.000,9552.99045833
755,SE,Sudeste/Centro-Oeste,2017-07-08T00:00:00.000,31254.68616667
756,N,Norte,2017-07-09T00:00:00.000,4925.33745833
757,NE,Nordeste,2017-07-09T00:00:00.000,8573.31429167
758,S,Sul,2017-07-09T00:00:00.000,8223.20983333
759,SE,Sudeste/Centro-Oeste,2017-07-09T00:00:00.000,27573.535875
760,N,Norte,2017-07-10T00:00:00.000,5374.61983333
761,NE,Nordeste,2017-07-10T00:00:00.000,9497.67966667
762,S,Sul,2017-07-10T00:00:00.000,10885.115625
763,SE,Sudeste/Centro-Oeste,2017-07-10T00:00:00.000,33115.673
764,N,Norte,2017-07-11T00:00:00.000,5483.42204167
765,NE,Nordeste,2017-07-11T00:00:00.000,9793.38954167
766,S,Sul,2017-07-11T00:00:00.000,11309.092375
767,SE,Sudeste/Centro-Oeste,2017-07-11T00:00:00.000,34229.81425
768,N,Norte,2017-07-12T00:00:00.000,5483.12466667
769,NE,Nordeste,2017-07-12T00:00:00.000,9651.47979167
770,S,Sul,2017-07-12T00:00:00.000,11375.828
771,SE,Sudeste/Centro-Oeste,2017-07-12T00:00:00.000,34337.11179167
772,N,Norte,2017-07-13T00:00:00.000,5430.413625
773,NE,Nordeste,2017-07-13T00:00:00.000,9774.42129167
774,S,Sul,2017-07-13T00:00:00.000,11336.04491667
775,SE,Sudeste/Centro-Oeste,2017-07-13T00:00:00.000,34541.806875
776,N,Norte,2017-07-14T00:00:00.000,5316.67008333
777,NE,Nordeste,2017-07-14T00:00:00.000,9719.48083333
778,S,Sul,2017-07-14T00:00:00.000,11334.23933333
779,SE,Sudeste/Centro-Oeste,2017-07-14T00:00:00.000,34465.85158333
780,N,Norte,2017-07-15T00:00:00.000,5085.70383333
781,NE,Nordeste,2017-07-15T00:00:00.000,9269.159125
782,S,Sul,2017-07-15T00:00:00.000,9679.006875
783,SE,Sudeste/Centro-Oeste,2017-07-15T00:00:00.000,31412.08208333
784,N,Norte,2017-07-16T00:00:00.000,4889.464125
785,NE,Nordeste,2017-07-16T00:00:00.000,8593.106625
786,S,Sul,2017-07-16T00:00:00.000,8316.16745833
787,SE,Sudeste/Centro-Oeste,2017-07-16T00:00:00.000,28304.61395833
788,N,Norte,2017-07-17T00:00:00.000,5430.75304167
789,NE,Nordeste,2017-07-17T00:00:00.000,9524.63554167
790,S,Sul,2017-07-17T00:00:00.000,11124.14108333
791,SE,Sudeste/Centro-Oeste,2017-07-17T00:00:00.000,33633.44804167
792,N,Norte,2017-07-18T00:00:00.000,5507.19820833
793,NE,Nordeste,2017-07-18T00:00:00.000,9771.08666667
794,S,Sul,2017-07-18T00:00:00.000,11513.97454167
795,SE,Sudeste/Centro-Oeste,2017-07-18T00:00:00.000,33800.16108333
796,N,Norte,2017-07-19T00:00:00.000,5427.08833333
797,NE,Nordeste,2017-07-19T00:00:00.000,9684.65525
798,S,Sul,2017-07-19T00:00:00.000,11497.50866667
799,SE,Sudeste/Centro-Oeste,2017-07-19T00:00:00.000,33520.37054167
800,N,Norte,2017-07-20T00:00:00.000,5462.811375
801,NE,Nordeste,2017-07-20T00:00:00.000,9899.43925
802,S,Sul,2017-07-20T00:00:00.000,11487.70741667
803,SE,Sudeste/Centro-Oeste,2017-07-20T00:00:00.000,33920.02779167
804,N,Norte,2017-07-21T00:00:00.000,5443.8435
805,NE,Nordeste,2017-07-21T00:00:00.000,9837.10533333
806,S,Sul,2017-07-21T00:00:00.000,11300.359875
807,SE,Sudeste/Centro-Oeste,2017-07-21T00:00:00.000,33958.49254167
808,N,Norte,2017-07-22T00:00:00.000,5185.99075
809,NE,Nordeste,2017-07-22T00:00:00.000,9357.78625
810,S,Sul,2017-07-22T00:00:00.000,9637.950375
811,SE,Sudeste/Centro-Oeste,2017-07-22T00:00:00.000,31195.15833333
812,N,Norte,2017-07-23T00:00:00.000,4892.15008333
813,NE,Nordeste,2017-07-23T00:00:00.000,8622.742375
814,S,Sul,2017-07-23T00:00:00.000,8208.20045833
815,SE,Sudeste/Centro-Oeste,2017-07-23T00:00:00.000,28026.773625
816,N,Norte,2017-07-24T00:00:00.000,5410.93729167
817,NE,Nordeste,2017-07-24T00:00:00.000,9559.50883333
818,S,Sul,2017-07-24T00:00:00.000,10768.043625
819,SE,Sudeste/Centro-Oeste,2017-07-24T00:00:00.000,33381.25120833
820,N,Norte,2017-07-25T00:00:00.000,5526.08616667
821,NE,Nordeste,2017-07-25T00:00:00.000,9661.45195833
822,S,Sul,2017-07-25T00:00:00.000,11164.42695833
823,SE,Sudeste/Centro-Oeste,2017-07-25T00:00:00.000,34640.74029167
824,N,Norte,2017-07-26T00:00:00.000,5567.786375
825,NE,Nordeste,2017-07-26T00:00:00.000,9578.4885
826,S,Sul,2017-07-26T00:00:00.000,11308.63508333
827,SE,Sudeste/Centro-Oeste,2017-07-26T00:00:00.000,34754.917875
828,N,Norte,2017-07-27T00:00:00.000,5577.289625
829,NE,Nordeste,2017-07-27T00:00:00.000,9656.93145833
830,S,Sul,2017-07-27T00:00:00.000,11285.69275
831,SE,Sudeste/Centro-Oeste,2017-07-27T00:00:00.000,34595.29079167
832,N,Norte,2017-07-28T00:00:00.000,5517.91233333
