,id_subsistema,nom_subsistema,din_instante,val_cargaenergiamwmed
5152,N,Norte,2020-07-12T00:00:00.000,5018.30929167
5153,NE,Nordeste,2020-07-12T00:00:00.000,8768.11433333
5154,S,Sul,2020-07-12T00:00:00.000,8107.26420833
5155,SE,Sudeste/Centro-Oeste,2020-07-12T00:00:00.000,29575.95041667
5156,N,Norte,2020-07-13T00:00:00.000,5454.25391667
5157,NE,Nordeste,2020-07-13T00:00:00.000,9614.04820833
5158,S,Sul,2020-07-13T00:00:00.000,10715.875375
5159,SE,Sudeste/Centro-Oeste,2020-07-13T00:00:00.000,34699.08566667
5160,N,Norte,2020-07-14T00:00:00.000,5450.289875
5161,NE,Nordeste,2020-07-14T00:00:00.000,9831.01604167
5162,S,Sul,2020-07-14T00:00:00.000,11072.61745833
5163,SE,Sudeste/Centro-Oeste,2020-07-14T00:00:00.000,35457.54966667
5164,N,Norte,2020-07-15T00:00:00.000,5481.91475
5165,NE,Nordeste,2020-07-15T00:00:00.000,9957.97733333
5166,S,Sul,2020-07-15T00:00:00.000,11110.52966667
5167,SE,Sudeste/Centro-Oeste,2020-07-15T00:00:00.000,34868.38891667
5168,N,Norte,2020-07-16T00:00:00.000,5457.18608333
5169,NE,Nordeste,2020-07-16T00:00:00.000,9869.724625
5170,S,Sul,2020-07-16T00:00:00.000,11382.18325
5171,SE,Sudeste/Centro-Oeste,2020-07-16T00:00:00.000,34415.26195833
5172,N,Norte,2020-07-17T00:00:00.000,5454.674875
5173,NE,Nordeste,2020-07-17T00:00:00.000,9701.6335
5174,S,Sul,2020-07-17T00:00:00.000,11072.58329167
5175,SE,Sudeste/Centro-Oeste,2020-07-17T00:00:00.000,34642.30808333
5176,N,Norte,2020-07-18T00:00:00.000,5328.76870833
5177,NE,Nordeste,2020-07-18T00:00:00.000,9352.36020833
5178,S,Sul,2020-07-18T00:00:00.000,9392.77570833
5179,SE,Sudeste/Centro-Oeste,2020-07-18T00:00:00.000,32348.34195833
5180,N,Norte,2020-07-19T00:00:00.000,5074.694
5181,NE,Nordeste,2020-07-19T00:00:00.000,8745.90420833
5182,S,Sul,2020-07-19T00:00:00.000,8006.47845833
5183,SE,Sudeste/Centro-Oeste,2020-07-19T00:00:00.000,29148.926375
5184,N,Norte,2020-07-20T00:00:00.000,5417.1385
5185,NE,Nordeste,2020-07-20T00:00:00.000,9593.79033333
5186,S,Sul,2020-07-20T00:00:00.000,10560.74991667
5187,SE,Sudeste/Centro-Oeste,2020-07-20T00:00:00.000,33820.55795833
5188,N,Norte,2020-07-21T00:00:00.000,5361.69495833
5189,NE,Nordeste,2020-07-21T00:00:00.000,9705.52366667
5190,S,Sul,2020-07-21T00:00:00.000,11047.68720833
5191,SE,Sudeste/Centro-Oeste,2020-07-21T00:00:00.000,35100.88358333
5192,N,Norte,2020-07-22T00:00:00.000,5345.92733333
5193,NE,Nordeste,2020-07-22T00:00:00.000,9690.90570833
5194,S,Sul,2020-07-22T00:00:00.000,11159.31470833
5195,SE,Sudeste/Centro-Oeste,2020-07-22T00:00:00.000,35335.89204167
5196,N,Norte,2020-07-23T00:00:00.000,5398.43954167
5197,NE,Nordeste,2020-07-23T00:00:00.000,9804.89679167
5198,S,Sul,2020-07-23T00:00:00.000,11128.79970833
5199,SE,Sudeste/Centro-Oeste,2020-07-23T00:00:00.000,35431.75420833
5200,N,Norte,2020-07-24T00:00:00.000,5380.67341667
5201,NE,Nordeste,2020-07-24T00:00:00.000,9814.36220833
5202,S,Sul,2020-07-24T00:00:00.000,11114.31754167
5203,SE,Sudeste/Centro-Oeste,2020-07-24T00:00:00.000,35442.83066667
5204,N,Norte,2020-07-25T00:00:00.000,5343.17016667
5205,NE,Nordeste,2020-07-25T00:00:00.000,9490.08479167
5206,S,Sul,2020-07-25T00:00:00.000,9508.42675
5207,SE,Sudeste/Centro-Oeste,2020-07-25T00:00:00.000,33046.21116667
5208,N,Norte,2020-07-26T00:00:00.000,5116.64645833
5209,NE,Nordeste,2020-07-26T00:00:00.000,8865.82954167
5210,S,Sul,2020-07-26T00:00:00.000,8196.62795833
5211,SE,Sudeste/Centro-Oeste,2020-07-26T00:00:00.000,29538.619875
5212,N,Norte,2020-07-27T00:00:00.000,5587.25283333
5213,NE,Nordeste,2020-07-27T00:00:00.000,9577.36645833
5214,S,Sul,2020-07-27T00:00:00.000,10856.95904167
5215,SE,Sudeste/Centro-Oeste,2020-07-27T00:00:00.000,34560.94466667
5216,N,Norte,2020-07-28T00:00:00.000,5648.09691667
5217,NE,Nordeste,2020-07-28T00:00:00.000,9864.23345833
5218,S,Sul,2020-07-28T00:00:00.000,11468.62541667
5219,SE,Sudeste/Centro-Oeste,2020-07-28T00:00:00.000,36026.98783333
5220,N,Norte,2020-07-29T00:00:00.000,5727.71083333
5221,NE,Nordeste,2020-07-29T00:00:00.000,9896.1655
5222,S,Sul,2020-07-29T00:00:00.000,11424.97679167
5223,SE,Sudeste/Centro-Oeste,2020-07-29T00:00:00.000,35900.989625
5224,N,Norte,2020-07-30T00:00:00.000,5678.89620833
5225,NE,Nordeste,2020-07-30T00:00:00.000,10068.94325
5226,S,Sul,2020-07-30T00:00:00.000,11376.7135
5227,SE,Sudeste/Centro-Oeste,2020-07-30T00:00:00.000,34975.70420833
5228,N,Norte,2020-07-31T00:00:00.000,5667.15483333
5229,NE,Nordeste,2020-07-31T00:00:00.000,10012.91341667
5230,S,Sul,2020-07-31T00:00:00.000,11208.731125
5231,SE,Sudeste/Centro-Oeste,2020-07-31T00:00:00.000,34551.75466667
5232,N,Norte,2020-08-01T00:00:00.000,5454.02429167
5233,NE,Nordeste,2020-08-01T00:00:00.000,9559.478125
5234,S,Sul,2020-08-01T00:00:00.000,9416.12529274
5235,SE,Sudeste/Centro-Oeste,2020-08-01T00:00:00.000,32088.84979167
5236,N,Norte,2020-08-02T00:00:00.000,5257.07341667
5237,NE,Nordeste,2020-08-02T00:00:00.000,8966.70479167
5238,S,Sul,2020-08-02T00:00:00.000,8050.07958333
5239,SE,Sudeste/Centro-Oeste,2020-08-02T00:00:00.000,28966.57166667
5240,N,Norte,2020-08-03T00:00:00.000,5684.40079167
5241,NE,Nordeste,2020-08-03T00:00:00.000,9766.52020833
5242,S,Sul,2020-08-03T00:00:00.000,10689.32520833
5243,SE,Sudeste/Centro-Oeste,2020-08-03T00:00:00.000,33688.88483333
5244,N,Norte,2020-08-04T00:00:00.000,5736.74391667
5245,NE,Nordeste,2020-08-04T00:00:00.000,9884.69166667
5246,S,Sul,2020-08-04T00:00:00.000,11017.30891667
5247,SE,Sudeste/Centro-Oeste,2020-08-04T00:00:00.000,34758.87345833
5248,N,Norte,2020-08-05T00:00:00.000,5692.67654167
5249,NE,Nordeste,2020-08-05T00:00:00.000,9848.40479167
5250,S,Sul,2020-08-05T00:00:00.000,11083.06966667
5251,SE,Sudeste/Centro-Oeste,2020-08-05T00:00:00.000,35024.364375
5252,N,Norte,2020-08-06T00:00:00.000,5663.08975
5253,NE,Nordeste,2020-08-06T00:00:00.000,9862.19108333
5254,S,Sul,2020-08-06T00:00:00.000,11166.96970833
5255,SE,Sudeste/Centro-Oeste,2020-08-06T00:00:00.000,35150.4045
5256,N,Norte,2020-08-07T00:00:00.000,5667.573875
5257,NE,Nordeste,2020-08-07T00:00:00.000,9914.59908333
5258,S,Sul,2020-08-07T00:00:00.000,11121.77679167
5259,SE,Sudeste/Centro-Oeste,2020-08-07T00:00:00.000,35450.85270833
5260,N,Norte,2020-08-08T00:00:00.000,5511.20579167
5261,NE,Nordeste,2020-08-08T00:00:00.000,9588.43358333
5262,S,Sul,2020-08-08T00:00:00.000,9554.15958333
5263,SE,Sudeste/Centro-Oeste,2020-08-08T00:00:00.000,33003.13975
5264,N,Norte,2020-08-09T00:00:00.000,5365.75691667
5265,NE,Nordeste,2020-08-09T00:00:00.000,8944.00870833
5266,S,Sul,2020-08-09T00:00:00.000,8068.18054167
5267,SE,Sudeste/Centro-Oeste,2020-08-09T00:00:00.000,29601.248125
5268,N,Norte,2020-08-10T00:00:00.000,5848.18879167
5269,NE,Nordeste,2020-08-10T00:00:00.000,9855.18991667
5270,S,Sul,2020-08-10T00:00:00.000,10891.98208333
5271,SE,Sudeste/Centro-Oeste,2020-08-10T00:00:00.000,34910.04308333
5272,N,Norte,2020-08-11T00:00:00.000,5888.7735
5273,NE,Nordeste,2020-08-11T00:00:00.000,10031.22458333
5274,S,Sul,2020-08-11T00:00:00.000,11320.72770833
5275,SE,Sudeste/Centro-Oeste,2020-08-11T00:00:00.000,36504.76416667
5276,N,Norte,2020-08-12T00:00:00.000,5848.5985
5277,NE,Nordeste,2020-08-12T00:00:00.000,10062.10904167
5278,S,Sul,2020-08-12T00:00:00.000,11628.28845833
5279,SE,Sudeste/Centro-Oeste,2020-08-12T00:00:00.000,37034.27483333
5280,N,Norte,2020-08-13T00:00:00.000,5879.490375
5281,NE,Nordeste,2020-08-13T00:00:00.000,10047.190375
5282,S,Sul,2020-08-13T00:00:00.000,11309.83654167
5283,SE,Sudeste/Centro-Oeste,2020-08-13T00:00:00.000,37405.35158333
5284,N,Norte,2020-08-14T00:00:00.000,5893.00825
5285,NE,Nordeste,2020-08-14T00:00:00.000,10049.24116667
5286,S,Sul,2020-08-14T00:00:00.000,11156.36058333
5287,SE,Sudeste/Centro-Oeste,2020-08-14T00:00:00.000,37811.668
5288,N,Norte,2020-08-15T00:00:00.000,5716.31695833
5289,NE,Nordeste,2020-08-15T00:00:00.000,9545.58066667
5290,S,Sul,2020-08-15T00:00:00.000,9382.52316667
5291,SE,Sudeste/Centro-Oeste,2020-08-15T00:00:00.000,35001.21154167
5292,N,Norte,2020-08-16T00:00:00.000,5558.64629167
5293,NE,Nordeste,2020-08-16T00:00:00.000,8990.185125
5294,S,Sul,2020-08-16T00:00:00.000,8100.0455
5295,SE,Sudeste/Centro-Oeste,2020-08-16T00:00:00.000,31487.891875
5296,N,Norte,2020-08-17T00:00:00.000,5971.45391667
5297,NE,Nordeste,2020-08-17T00:00:00.000,10017.64529167
5298,S,Sul,2020-08-17T00:00:00.000,10671.51995833
5299,SE,Sudeste/Centro-Oeste,2020-08-17T00:00:00.000,36410.81166667
5300,N,Norte,2020-08-18T00:00:00.000,5916.47945833
5301,NE,Nordeste,2020-08-18T00:00:00.000,10174.08641667
5302,S,Sul,2020-08-18T00:00:00.000,11041.9345
5303,SE,Sudeste/Centro-Oeste,2020-08-18T00:00:00.000,37841.91425
5304,N,Norte,2020-08-19T00:00:00.000,5995.01458333
5305,NE,Nordeste,2020-08-19T00:00:00.000,10180.056875
5306,S,Sul,2020-08-19T00:00:00.000,11085.98595833
5307,SE,Sudeste/Centro-Oeste,2020-08-19T00:00:00.000,38304.100625
5308,N,Norte,2020-08-20T00:00:00.000,6001.250125
5309,NE,Nordeste,2020-08-20T00:00:00.000,10253.26175
5310,S,Sul,2020-08-20T00:00:00.000,11345.26458333
5311,SE,Sudeste/Centro-Oeste,2020-08-20T00:00:00.000,37477.132125
5312,N,Norte,2020-08-21T00:00:00.000,6031.96595833
5313,NE,Nordeste,2020-08-21T00:00:00.000,10325.581375
5314,S,Sul,2020-08-21T00:00:00.000,11335.74220833
5315,SE,Sudeste/Centro-Oeste,2020-08-21T00:00:00.000,35443.40679167
5316,N,Norte,2020-08-22T00:00:00.000,5681.76379167
5317,NE,Nordeste,2020-08-22T00:00:00.000,9749.20054167
5318,S,Sul,2020-08-22T00:00:00.000,9598.47891667
5319,SE,Sudeste/Centro-Oeste,2020-08-22T00:00:00.000,32208.65
5320,N,Norte,2020-08-23T00:00:00.000,5363.24091667
5321,NE,Nordeste,2020-08-23T00:00:00.000,8979.25629167
5322,S,Sul,2020-08-23T00:00:00.000,8135.978375
5323,SE,Sudeste/Centro-Oeste,2020-08-23T00:00:00.000,28832.65716667
5324,N,Norte,2020-08-24T00:00:00.000,5719.60066667
5325,NE,Nordeste,2020-08-24T00:00:00.000,9828.368
5326,S,Sul,2020-08-24T00:00:00.000,10758.04429167
5327,SE,Sudeste/Centro-Oeste,2020-08-24T00:00:00.000,33945.42766667
5328,N,Norte,2020-08-25T00:00:00.000,5837.69575
5329,NE,Nordeste,2020-08-25T00:00:00.000,9990.07366667
5330,S,Sul,2020-08-25T00:00:00.000,11173.83416667
5331,SE,Sudeste/Centro-Oeste,2020-08-25T00:00:00.000,34943.82304167
5332,N,Norte,2020-08-26T00:00:00.000,5966.11983333
5333,NE,Nordeste,2020-08-26T00:00:00.000,10026.54991667
5334,S,Sul,2020-08-26T00:00:00.000,11260.65454167
5335,SE,Sudeste/Centro-Oeste,2020-08-26T00:00:00.000,35335.79108333
5336,N,Norte,2020-08-27T00:00:00.000,6145.78454167
5337,NE,Nordeste,2020-08-27T00:00:00.000,9982.461625
5338,S,Sul,2020-08-27T00:00:00.000,11425.96416667
5339,SE,Sudeste/Centro-Oeste,2020-08-27T00:00:00.000,36030.83625
5340,N,Norte,2020-08-28T00:00:00.000,6025.321875
5341,NE,Nordeste,2020-08-28T00:00:00.000,10145.09683333
5342,S,Sul,2020-08-28T00:00:00.000,11399.6775
5343,SE,Sudeste/Centro-Oeste,2020-08-28T00:00:00.000,36700.10658333
5344,N,Norte,2020-08-29T00:00:00.000,5762.821
5345,NE,Nordeste,2020-08-29T00:00:00.000,9905.13295833
5346,S,Sul,2020-08-29T00:00:00.000,9993.20345833
5347,SE,Sudeste/Centro-Oeste,2020-08-29T00:00:00.000,34547.21808333
5348,N,Norte,2020-08-30T00:00:00.000,5420.05466667
5349,NE,Nordeste,2020-08-30T00:00:00.000,9309.359375
5350,S,Sul,2020-08-30T00:00:00.000,8613.471375
5351,SE,Sudeste/Centro-Oeste,2020-08-30T00:00:00.000,32048.23408333
5352,N,Norte,2020-08-31T00:00:00.000,5852.19833333
5353,NE,Nordeste,2020-08-31T00:00:00.000,10305.51558333
5354,S,Sul,2020-08-31T00:00:00.000,11357.11795833
5355,SE,Sudeste/Centro-Oeste,2020-08-31T00:00:00.000,37208.73725
5356,N,Norte,2020-09-01T00:00:00.000,5741.86304167
5357,NE,Nordeste,2020-09-01T00:00:00.000,10073.61054167
5358,S,Sul,2020-09-01T00:00:00.000,11697.11883333
5359,SE,Sudeste/Centro-Oeste,2020-09-01T00:00:00.000,37830.73279167
5360,N,Norte,2020-09-02T00:00:00.000,5921.83241667
5361,NE,Nordeste,2020-09-02T00:00:00.000,10033.70283333
5362,S,Sul,2020-09-02T00:00:00.000,11577.80420833
5363,SE,Sudeste/Centro-Oeste,2020-09-02T00:00:00.000,38048.551
5364,N,Norte,2020-09-03T00:00:00.000,6061.161
5365,NE,Nordeste,2020-09-03T00:00:00.000,9993.58254167
5366,S,Sul,2020-09-03T00:00:00.000,11699.53570833
5367,SE,Sudeste/Centro-Oeste,2020-09-03T00:00:00.000,38255.93320833
5368,N,Norte,2020-09-04T00:00:00.000,5980.15629167
5369,NE,Nordeste,2020-09-04T00:00:00.000,10146.989375
5370,S,Sul,2020-09-04T00:00:00.000,11506.523375
5371,SE,Sudeste/Centro-Oeste,2020-09-04T00:00:00.000,38881.51045833
5372,N,Norte,2020-09-05T00:00:00.000,5728.374
5373,NE,Nordeste,2020-09-05T00:00:00.000,9581.766375
5374,S,Sul,2020-09-05T00:00:00.000,10018.719875
5375,SE,Sudeste/Centro-Oeste,2020-09-05T00:00:00.000,35949.19375
5376,N,Norte,2020-09-06T00:00:00.000,5496.679625
5377,NE,Nordeste,2020-09-06T00:00:00.000,8824.59108333
5378,S,Sul,2020-09-06T00:00:00.000,8640.84270833
5379,SE,Sudeste/Centro-Oeste,2020-09-06T00:00:00.000,32478.11675
5380,N,Norte,2020-09-07T00:00:00.000,5624.336125
5381,NE,Nordeste,2020-09-07T00:00:00.000,9111.945125
5382,S,Sul,2020-09-07T00:00:00.000,9478.133875
5383,SE,Sudeste/Centro-Oeste,2020-09-07T00:00:00.000,33947.79595833
5384,N,Norte,2020-09-08T00:00:00.000,5941.58054167
5385,NE,Nordeste,2020-09-08T00:00:00.000,10059.56
5386,S,Sul,2020-09-08T00:00:00.000,11168.73620833
5387,SE,Sudeste/Centro-Oeste,2020-09-08T00:00:00.000,38755.22058333
5388,N,Norte,2020-09-09T00:00:00.000,6109.75283333
5389,NE,Nordeste,2020-09-09T00:00:00.000,10335.954375
5390,S,Sul,2020-09-09T00:00:00.000,11665.88216667
5391,SE,Sudeste/Centro-Oeste,2020-09-09T00:00:00.000,39782.175
5392,N,Norte,2020-09-10T00:00:00.000,6006.84875
5393,NE,Nordeste,2020-09-10T00:00:00.000,10373.23266667
5394,S,Sul,2020-09-10T00:00:00.000,11813.22779167
5395,SE,Sudeste/Centro-Oeste,2020-09-10T00:00:00.000,40760.25670833
5396,N,Norte,2020-09-11T00:00:00.000,6006.67670833
5397,NE,Nordeste,2020-09-11T00:00:00.000,10302.32791667
5398,S,Sul,2020-09-11T00:00:00.000,12014.30475
5399,SE,Sudeste/Centro-Oeste,2020-09-11T00:00:00.000,40850.75770833
5400,N,Norte,2020-09-12T00:00:00.000,5844.65854167
5401,NE,Nordeste,2020-09-12T00:00:00.000,9850.85729167
5402,S,Sul,2020-09-12T00:00:00.000,10566.20779167
5403,SE,Sudeste/Centro-Oeste,2020-09-12T00:00:00.000,38259.483625
5404,N,Norte,2020-09-13T00:00:00.000,5471.368125
5405,NE,Nordeste,2020-09-13T00:00:00.000,9000.26825
5406,S,Sul,2020-09-13T00:00:00.000,9034.93716667
5407,SE,Sudeste/Centro-Oeste,2020-09-13T00:00:00.000,34728.21629167
5408,N,Norte,2020-09-14T00:00:00.000,6037.30141667
5409,NE,Nordeste,2020-09-14T00:00:00.000,10085.405875
5410,S,Sul,2020-09-14T00:00:00.000,11735.24295833
5411,SE,Sudeste/Centro-Oeste,2020-09-14T00:00:00.000,39996.50045833
5412,N,Norte,2020-09-15T00:00:00.000,6069.77729167
5413,NE,Nordeste,2020-09-15T00:00:00.000,10282.17820833
5414,S,Sul,2020-09-15T00:00:00.000,11685.38458333
5415,SE,Sudeste/Centro-Oeste,2020-09-15T00:00:00.000,39584.32004167
5416,N,Norte,2020-09-16T00:00:00.000,6074.56495833
5417,NE,Nordeste,2020-09-16T00:00:00.000,10259.34916667
5418,S,Sul,2020-09-16T00:00:00.000,11843.88370833
5419,SE,Sudeste/Centro-Oeste,2020-09-16T00:00:00.000,39970.81025
5420,N,Norte,2020-09-17T00:00:00.000,6188.040125
5421,NE,Nordeste,2020-09-17T00:00:00.000,10343.59708333
5422,S,Sul,2020-09-17T00:00:00.000,11711.30795833
5423,SE,Sudeste/Centro-Oeste,2020-09-17T00:00:00.000,40742.50145833
5424,N,Norte,2020-09-18T00:00:00.000,6170.84383333
5425,NE,Nordeste,2020-09-18T00:00:00.000,10494.39245833
5426,S,Sul,2020-09-18T00:00:00.000,11607.06825
5427,SE,Sudeste/Centro-Oeste,2020-09-18T00:00:00.000,40655.245375
5428,N,Norte,2020-09-19T00:00:00.000,5937.91645833
5429,NE,Nordeste,2020-09-19T00:00:00.000,10086.05475
5430,S,Sul,2020-09-19T00:00:00.000,10064.12033333
5431,SE,Sudeste/Centro-Oeste,2020-09-19T00:00:00.000,38077.05445833
5432,N,Norte,2020-09-20T00:00:00.000,5773.35804167
5433,NE,Nordeste,2020-09-20T00:00:00.000,9456.21916667
5434,S,Sul,2020-09-20T00:00:00.000,8399.78308333
5435,SE,Sudeste/Centro-Oeste,2020-09-20T00:00:00.000,33596.91208333
5436,N,Norte,2020-09-21T00:00:00.000,6141.57225
5437,NE,Nordeste,2020-09-21T00:00:00.000,10479.82920833
5438,S,Sul,2020-09-21T00:00:00.000,10962.05825
5439,SE,Sudeste/Centro-Oeste,2020-09-21T00:00:00.000,37494.28741667
5440,N,Norte,2020-09-22T00:00:00.000,6077.48929167
5441,NE,Nordeste,2020-09-22T00:00:00.000,10720.08808333
5442,S,Sul,2020-09-22T00:00:00.000,11295.55891667
5443,SE,Sudeste/Centro-Oeste,2020-09-22T00:00:00.000,37273.92733333
5444,N,Norte,2020-09-23T00:00:00.000,6087.16491667
5445,NE,Nordeste,2020-09-23T00:00:00.000,10865.43854167
5446,S,Sul,2020-09-23T00:00:00.000,11464.23266667
5447,SE,Sudeste/Centro-Oeste,2020-09-23T00:00:00.000,36827.29245833
5448,N,Norte,2020-09-24T00:00:00.000,6218.18545833
5449,NE,Nordeste,2020-09-24T00:00:00.000,10832.94533333
5450,S,Sul,2020-09-24T00:00:00.000,11737.63720833
5451,SE,Sudeste/Centro-Oeste,2020-09-24T00:00:00.000,37449.64091667
5452,N,Norte,2020-09-25T00:00:00.000,5899.06445833
5453,NE,Nordeste,2020-09-25T00:00:00.000,10563.00345833
5454,S,Sul,2020-09-25T00:00:00.000,11857.025875
5455,SE,Sudeste/Centro-Oeste,2020-09-25T00:00:00.000,38708.36345833
5456,N,Norte,2020-09-26T00:00:00.000,5545.42625
5457,NE,Nordeste,2020-09-26T00:00:00.000,10060.46770833
5458,S,Sul,2020-09-26T00:00:00.000,10513.302
5459,SE,Sudeste/Centro-Oeste,2020-09-26T00:00:00.000,37109.19545833
5460,N,Norte,2020-09-27T00:00:00.000,5428.03241667
5461,NE,Nordeste,2020-09-27T00:00:00.000,9509.23691667
5462,S,Sul,2020-09-27T00:00:00.000,9140.78191667
5463,SE,Sudeste/Centro-Oeste,2020-09-27T00:00:00.000,34974.74241667
5464,N,Norte,2020-09-28T00:00:00.000,5949.22145833
5465,NE,Nordeste,2020-09-28T00:00:00.000,10599.910375
5466,S,Sul,2020-09-28T00:00:00.000,11379.54058333
5467,SE,Sudeste/Centro-Oeste,2020-09-28T00:00:00.000,41395.156625
5468,N,Norte,2020-09-29T00:00:00.000,5923.63016667
5469,NE,Nordeste,2020-09-29T00:00:00.000,10835.73145833
5470,S,Sul,2020-09-29T00:00:00.000,11731.405125
5471,SE,Sudeste/Centro-Oeste,2020-09-29T00:00:00.000,42183.147625
5472,N,Norte,2020-09-30T00:00:00.000,6097.282375
5473,NE,Nordeste,2020-09-30T00:00:00.000,10804.150375
5474,S,Sul,2020-09-30T00:00:00.000,12371.88541667
5475,SE,Sudeste/Centro-Oeste,2020-09-30T00:00:00.000,43247.53095833
5476,N,Norte,2020-10-01T00:00:00.000,5978.98516667
5477,NE,Nordeste,2020-10-01T00:00:00.000,11005.01241667
5478,S,Sul,2020-10-01T00:00:00.000,12863.740375
5479,SE,Sudeste/Centro-Oeste,2020-10-01T00:00:00.000,44138.073375
5480,N,Norte,2020-10-02T00:00:00.000,5893.58920833
5481,NE,Nordeste,2020-10-02T00:00:00.000,11003.83641667
5482,S,Sul,2020-10-02T00:00:00.000,13208.83983333
5483,SE,Sudeste/Centro-Oeste,2020-10-02T00:00:00.000,44975.637375
5484,N,Norte,2020-10-03T00:00:00.000,5843.64095833
5485,NE,Nordeste,2020-10-03T00:00:00.000,10548.64483333
5486,S,Sul,2020-10-03T00:00:00.000,10989.28516667
5487,SE,Sudeste/Centro-Oeste,2020-10-03T00:00:00.000,41175.30166667
5488,N,Norte,2020-10-04T00:00:00.000,5610.83829167
5489,NE,Nordeste,2020-10-04T00:00:00.000,9836.01975
5490,S,Sul,2020-10-04T00:00:00.000,9076.34958333
5491,SE,Sudeste/Centro-Oeste,2020-10-04T00:00:00.000,35887.39395833
5492,N,Norte,2020-10-05T00:00:00.000,5988.793625
5493,NE,Nordeste,2020-10-05T00:00:00.000,10911.96995833
5494,S,Sul,2020-10-05T00:00:00.000,11944.72545833
5495,SE,Sudeste/Centro-Oeste,2020-10-05T00:00:00.000,41817.60704167
5496,N,Norte,2020-10-06T00:00:00.000,5911.706375
5497,NE,Nordeste,2020-10-06T00:00:00.000,11211.78816667
5498,S,Sul,2020-10-06T00:00:00.000,12364.802
5499,SE,Sudeste/Centro-Oeste,2020-10-06T00:00:00.000,44165.604
5500,N,Norte,2020-10-07T00:00:00.000,5996.39316667
5501,NE,Nordeste,2020-10-07T00:00:00.000,11386.73320833
5502,S,Sul,2020-10-07T00:00:00.000,12545.695
5503,SE,Sudeste/Centro-Oeste,2020-10-07T00:00:00.000,44920.20266667
5504,N,Norte,2020-10-08T00:00:00.000,6075.21575
5505,NE,Nordeste,2020-10-08T00:00:00.000,11514.33179167
5506,S,Sul,2020-10-08T00:00:00.000,12290.98108333
5507,SE,Sudeste/Centro-Oeste,2020-10-08T00:00:00.000,43798.4715
5508,N,Norte,2020-10-09T00:00:00.000,6098.70679167
5509,NE,Nordeste,2020-10-09T00:00:00.000,11645.407
5510,S,Sul,2020-10-09T00:00:00.000,11900.7055
5511,SE,Sudeste/Centro-Oeste,2020-10-09T00:00:00.000,42262.58245833
5512,N,Norte,2020-10-10T00:00:00.000,5717.345875
5513,NE,Nordeste,2020-10-10T00:00:00.000,11226.99570833
5514,S,Sul,2020-10-10T00:00:00.000,9832.637625
5515,SE,Sudeste/Centro-Oeste,2020-10-10T00:00:00.000,37617.43120833
5516,N,Norte,2020-10-11T00:00:00.000,5294.08654167
5517,NE,Nordeste,2020-10-11T00:00:00.000,10207.884875
5518,S,Sul,2020-10-11T00:00:00.000,8384.71591667
5519,SE,Sudeste/Centro-Oeste,2020-10-11T00:00:00.000,32252.48670833
5520,N,Norte,2020-10-12T00:00:00.000,5425.21275
5521,NE,Nordeste,2020-10-12T00:00:00.000,10238.90445833
5522,S,Sul,2020-10-12T00:00:00.000,9148.21416667
5523,SE,Sudeste/Centro-Oeste,2020-10-12T00:00:00.000,33206.064
5524,N,Norte,2020-10-13T00:00:00.000,5949.43616667
5525,NE,Nordeste,2020-10-13T00:00:00.000,10999.68479167
5526,S,Sul,2020-10-13T00:00:00.000,11770.82425
5527,SE,Sudeste/Centro-Oeste,2020-10-13T00:00:00.000,39284.90891667
5528,N,Norte,2020-10-14T00:00:00.000,5989.121625
5529,NE,Nordeste,2020-10-14T00:00:00.000,11132.75570833
5530,S,Sul,2020-10-14T00:00:00.000,12215.46108336
5531,SE,Sudeste/Centro-Oeste,2020-10-14T00:00:00.000,42020.864625
5532,N,Norte,2020-10-15T00:00:00.000,6067.80391667
5533,NE,Nordeste,2020-10-15T00:00:00.000,11407.16545833
5534,S,Sul,2020-10-15T00:00:00.000,11974.27858333
5535,SE,Sudeste/Centro-Oeste,2020-10-15T00:00:00.000,40210.99245833
5536,N,Norte,2020-10-16T00:00:00.000,6261.09945833
5537,NE,Nordeste,2020-10-16T00:00:00.000,11557.20495833
5538,S,Sul,2020-10-16T00:00:00.000,11960.57408333
5539,SE,Sudeste/Centro-Oeste,2020-10-16T00:00:00.000,38777.65620833
5540,N,Norte,2020-10-17T00:00:00.000,6056.3885
5541,NE,Nordeste,2020-10-17T00:00:00.000,10986.21620833
5542,S,Sul,2020-10-17T00:00:00.000,10487.11341667
5543,SE,Sudeste/Centro-Oeste,2020-10-17T00:00:00.000,35472.58429167
5544,N,Norte,2020-10-18T00:00:00.000,5687.51725
5545,NE,Nordeste,2020-10-18T00:00:00.000,10118.66875
5546,S,Sul,2020-10-18T00:00:00.000,9125.43383333
5547,SE,Sudeste/Centro-Oeste,2020-10-18T00:00:00.000,32314.10458333
5548,N,Norte,2020-10-19T00:00:00.000,6042.18183333
5549,NE,Nordeste,2020-10-19T00:00:00.000,11026.05933333
5550,S,Sul,2020-10-19T00:00:00.000,12233.58225
5551,SE,Sudeste/Centro-Oeste,2020-10-19T00:00:00.000,37528.02804167
5552,N,Norte,2020-10-20T00:00:00.000,6138.71708333
5553,NE,Nordeste,2020-10-20T00:00:00.000,11299.58808333
5554,S,Sul,2020-10-20T00:00:00.000,13033.35216667
5555,SE,Sudeste/Centro-Oeste,2020-10-20T00:00:00.000,39307.90445833
5556,N,Norte,2020-10-21T00:00:00.000,6090.51595833
